,title,category
2595,"Thatâ€˜s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",general
2596,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. Â£1.50 SP:Tyrone,general
2597,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,general
2598,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",general
2599,Okie... Thanx...,general
2600,"Gosh that , what a pain. Spose I better come then.",general
2601,"As usual..iam fine, happy &amp; doing well..:)",general
2602,Okie,general
2603,So when you gonna get rimac access ,general
2604,"""Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?""",general
2605,You call times job today ok umma and ask them to speed up,general
2606,"""HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!""",general
2607,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,general
2608,:-) yeah! Lol. Luckily i didn't have a starring role like you!,general
2609,Hello madam how are you ?,general
2610,"Awesome, text me when you're restocked",general
2611,"As usual..iam fine, happy &amp; doing well..:)",general
2612,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a Â£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopÂ£1.50/week,general
2613,Yes. It's all innocent fun. O:-),general
2614,Thanks for sending this mental ability question..,general
2615,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",general
2616,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,general
2617,I went to ur hon lab but no one is there.,general
2618,I cant pick the phone right now. Pls send a message,general
2619,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,general
2620,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,general
2621,How come?,general
2622,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,general
2623,Ok lor...,general
2624,I'm coming home 4 dinner.,general
2625,S da..al r above  &lt;#&gt;,general
2626,"FREE RING TONE just text ""POLYS"" to 87131. Then every week get a new tone. 0870737910216yrs only Â£1.50/wk.",general
2627,Unni thank you dear for the recharge..Rakhesh,general
2628,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,general
2629,Haha... They cant what... At the most tmr forfeit... haha so how?,general
2630,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",general
2631,No way I'm going back there!,general
2632,"URGENT! Your mobile No 077xxx WON a Â£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",general
2633,I WILL CAL YOU SIR. In meeting,general
2634,"That's what I love to hear :V see you sundayish, then",general
2635,"Sorry da thangam, very very sorry i am held up with prasad.",general
2636,Tiwary to rcb.battle between bang and kochi.,general
2637,Thank god they are in bed!,general
2638,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,general
2639,Am in gobi arts college,general
2640,Why she wants to talk to me,general
2641,Pandy joined 4w technologies today.he got job..,general
2642,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",general
2643,"They can try! They can get lost, in fact. Tee hee",general
2644,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,general
2645,My friends use to call the same.,general
2646,"Sorry, I'll call later",general
2647,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",general
2648,"It,,s a taxt massage....tie-pos argh ok! Lool!",general
2649,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",general
2650,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",general
2651,Do you like shaking your booty on the dance floor?,general
2652,"Text me when you get off, don't call, my phones having problems",general
2653,No need for the drug anymore.,general
2654,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,general
2655,Its sarcasm.. .nt scarcasim,general
2656,Great! I have to run now so ttyl!,general
2657,Feel like trying kadeem again? :V,general
2658,Dai  &lt;#&gt;  naal eruku.,general
2659,Not yet chikku..wat abt u?,general
2660,Ok...,general
2661,Want to finally have lunch today?,general
2662,Do you know when dad will be back?,general
2663,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",general
2664,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,general
2665,He remains a bro amongst bros,general
2666,R u meeting da ge at nite tmr?,general
2667,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",general
2668,Why de. You looking good only:-)..,general
2669,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp Â£1.50/msg,general
2670,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,general
2671,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,general
2672,"That's cool, I'll come by like  &lt;#&gt; ish",general
2673,Super msg da:)nalla timing.,general
2674,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",general
2675,I am 6 ft. We will be a good combination!,general
2676,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,general
2677,* Am on a train back from northampton so i'm afraid not!,general
2678,Where in abj are you serving. Are you staying with dad or alone.,general
2679,Was playng 9 doors game and gt racing on phone lol,general
2680,"New Tones This week include: 1)McFly-All Ab.., 2) Sara Jorge-Shock.. 3) Will Smith-Switch.. To order follow instructions on next message",general
2681,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant.",general
2682,I'm on da bus going home...,general
2683,I got a call from a landline number. . . I am asked to come to anna nagar . . . I will go in the afternoon,general
2684,I'm okay. Chasing the dream. What's good. What are you doing next.,general
2685,Yupz... I've oredi booked slots 4 my weekends liao... ,general
2686,URGENT! We are trying to contact U. Todays draw shows that you have won a Â£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid 12hrs only,general
2687,There r many model..sony ericson also der.. &lt;#&gt; ..it luks good bt i forgot modl no,general
2688,Okie,general
2689,Yes I know the cheesy songs from frosty the snowman :),general
2690,"Ya ok, vikky vl c witin  &lt;#&gt; mins and il reply u..",general
2691,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p ,general
2692,Hey tmr meet at bugis 930 ?,general
2693,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",general
2694,All these nice new shirts and the only thing I can wear them to is nudist themed ;_; you in mu?,general
2695,Hey sexy buns! What of that day? No word from you this morning on YM ... :-( ... I think of you,general
2696,And whenever you and i see we can still hook up too.,general
2697,Nope but i'm going home now then go pump petrol lor... Like going 2 rain soon...,general
2698,Can you use foreign stamps for whatever you send them off for? ,general
2699,FROM 88066 LOST Â£12 HELP,general
2700,Oh baby of the house. How come you dont have any new pictures on facebook,general
2701,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",general
2702,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",general
2703,"Omw back to tampa from west palm, you hear what happened?",general
2704,Yup no more already... Thanx 4 printing n handing it up.,general
2705,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,general
2706,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,general
2707,S now only i took tablets . Reaction morning only.,general
2708,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,general
